monitoring_location,stn_code
"Borewell Near M/S. Aurobindo Pharma Unit -I, Gate 1 Borapatla (V), Hatnoora (M), Sangareddy District",4279
"Borewell At Ida Rampur, Near Gwmc Dump Yard, Rampur (V), Khazipet (M), Hanamkonda, Warangal",4280
"Borewell Near Bhimanpalli Village (Open Land), Bhudan Pochampally Mandal, Nalgonda",4281
"Borewell Near Aarla Bavi (V) (Agricultural Field), Pochampally Mandal, Yadadri Bhuvanagir District",4282
"Borewell Near Dantur (V), (Open Land), Bhudan Pochampally Mandal, Yadadri Bhuvanagiri District",4283
"Borewell Near Malkapur Lake, Malkapur Village",4284
"Borewell Near Peddakondur Village (Agricultural Field), Choutuppal Mandal, Nalgonda",4285
"Borewell Near Ankireddigudem Village (Agricultural Field), Choutuppal Mandal, Nalgonda",4286
"Borewell Near Lingareddygudem Village (Beside Choutuppal- Valigonda Road), Choutuppal Mandal, Nalgonda",4287
"Borewell Near Nagaram Cheruvu, Devalamma Nagaram Village, Nalgonda",4288
"Borewell Near Pittam Palle Village (Open Land Beside Village Road), Chityal Mandal, Nalgonda",4289
"Borewell Near Peddakaparthi Village (Open Land Beside Village Road), Chityal Mandal , Nalgonda",4290
"Amberpet Stp (339 Mld) - Outlet , Amberpet (V&M), Hyderabad",3055
"Langarhouse Stp (1.25 Mld) - Outlet, Golconda (V&M) ,Hyderabad",3056
"Nagole Stp (172 Mld)- Outlet, Nagole,Rangareddy",3057
"Khairatabad Stp (20 Mld) - Outlet, Near Raj Nagar, Kharitabad , Hyderabad",3058
"Safilguda Stp (0.6 Mld) - Outlet, Safilguda,Medchal",3059
"Durgam Stp (5 Mld) - Outlet, Raidurg (V), Serilingampally (M), Rangareddy (D)",3060
"Nallacheruvu Stp (30 Mld) - Outlet, Uppal, Rangareddy",3061
"Saroornagar Stp (2.5 Mld) - Outlet, Saroornagar (V & M), Rangareddy District",3062
"River Godavari - Outlet Of Ash Pond Effluents Of M/S.Ntpc, Ramagundam",3054
"River Maneru (Tributary Of Godavari) - Outlet Of Ktpp Ash Pond Joining To Morancha Vagu, Chelpur (V), Ghanpur (Mulugu) (M), , Jayashankar Bhupalapalli District",4665
"River Godavari At Basara (V & M), Nirmal (D)",2360
"River Godavari-River Godavari At Mancherial, Near Rail Way Bridge B/C Of Rallavagu, Mancherial (D)",2361
"River Godavari At Mancherial (V&M), Mancherial(D)",13
"River Godavari-D/S At Ramagundam Near Fci Intake Well, Peddapalli",2362
"River Godavari At Godavarikhani Near Bathing Ghat , Peddapalli",2363
"River Godavari At Ramagundam Upstream Near Dam, Peddapalli",2364
"River Godavari - U/S At Kamalapur ,At M/S.Ap Rayons Ltd., Intake Well , Kamalapur (V), Mangapet (M), Mulugu (D)",2365
"River Godavari - U/S At Bhadrachalam Bathing Ghat, Bhadradri Kothagudem",2367
"River Godavari At Burgampahad , Bhadradri Kothagudem",2369
"River Godavari - D/S At Kamalapur ,At M/S.Ap Rayons Ltd., Discharge Point , Mangapet (V&M), Mulugu (D)",2366
"River Godavari - D/S At Bhadrachalam Bathing Ghat , Bhadradri Kothagudem",2368
"River Godavari D/S Of Ramagundam At Manthani, Peddapalli",2356
"River Godavari- Pochera Water Falls, Pochera (V), Boath (M), Adilabad",4227
"River Godavari At Kaleshwaram, 500 Mts. Before Bathing Ghat, Kaleshwaram (V), Mahadevpur (M),Jayashankar Bhupalapally",4662
"River Godavari Pushkar Ghat , Mancherial (V&M), Mancherial (D)",5105
"River Manjeera (Tributary Of Godavari) - U/S Of River Manjeera At Gowdicherla Before Confluence With Nakkavagu, Sangaredy",2374
"River Manjeera (Tributary Of Godavari) - D/S Of River Manjeera At Gowdicherla Atfter Confluence With Nakkavagu, Sangareddy",2375
"River Manjeera (Tributary Of Godavari) - At Ganapathi Sugars, Sangareddy",1781
"River Manjeera (Tributary Of Godavari) - At Raipally, Sangareedy",1157
"River Manjeera (Tributary Of Godavari) - Nakka Vagu At Bachugudem, Sangareedy",2349
"River Manjeera (Tributary Of Godavari) - River Manjeera At Yedu Payala Temple, Nagsampalli (V), Papannapet (M), Medak",4226
"River Maneru (Tributary Of Godavari) - At Somanpally , Peddapalli",1158
"River Maneru (Tributary Of Godavari) - At D/S Of Municipal Dump Site, Karimnagar",4257
"River Maneru (Tributary Of Godavari) - At Ghattepalli (V) Near Sulthanabad, Karimnagar",4664
"River Kinnerasani (Tributrary Of Godavari) - Kinnerasani After Confluence Of Ktps Ash Pond Effluents ,Bhadradri Kothagudem",2372
"River Kinnerasani (Tributrary Of Godavari) - U/S Of Karakavagu At Paloncha , Bhadradri Kothagudem",3080
"River Kinnerasani (Tributrary Of Godavari) - D/S Of Karakavagu At Paloncha, Bhadradri Kothagudem",3081
"River Krishna At Gadwal Bridge,Nadhi Agraharam, Gadwal(Munci.), Jogulamba Gadwal(D)",39
