monitoring_location,stn_code
"River Kapili At Dharmtul Bridge, Nh-31, Nagaon, Assam",2236
"River Kathakal U/S At Matijuri, Dist. Hailakandi, Assam",2068
"River Kharsang B/C With Buridihing Near Kharsang (Assam- Arunanchal Border), Assam",2061
"River Kohora At N.H. Crossing, Kohora, Assam (Brahmaputra)",2232
"River Kolong At Marigaon, Assam",2059
"River Kolong At U/S Of Anandaram Dekial Phukan Bridge, Nagaon, Assam",2237
"River Kundli At Kundli/ Sapakhowa, Sadia, Assam",2229
"River Kushiara At Karimganj, Assam",2242
River Manas (Santoshpur) Near Lengtisinga,3797
"Manas River At Nh-31 Crossing, Barpeta, District, Assam",2060
"River Pagldia Near Nalbari Town, Dist. Nalbari, Assam",2065
"River Panchnai At Nh-52 Crossing, Orang, Assam",2235
"River Mora Bharali At Tezpur, Assam",1531
"Ground Water At Karbi Anglong Town, Assam",1534
"Ground Water At Sivasagar Govt Me School Ward 6, Red Cross Road , Assam",1535
Ground Water From Near Bpms H.S. School Sonari Town Dist Charaideo,1536
"Ground Water From Jorhat Town, Assam",1537
"Ground Water From Silchar Town , Assam",1538
"Ground Water From Barpeta Town, Assam",1539
"Ground Water From Bonaigaon Town, Assam",1540
"Ground Water From Noonmati Guwahati, Assam",1541
"Ground Water From Sijubari Mazar, Natboma Hatigaon, Guwahati",1542
"Ground Water From Goalpara Dist. (Goalpara College ), Assam",2258
"Ground Water From Niz Kodomoni Pwss Complex, Dibrugarh",3782
"Ground Water From Borbeel No. 1 , Ram Nagar, Digboi, Public Water Supply, Tinsukia",3785
Ground Water From Dhekiajuli Town Nijarapar)P.O.Dhekiajuli,5143
"River Brahmaputra At Dibrugarh, Assam",1030
"River Brahmaputra At Nimatighat, Assam",1262
"River Brahmputra River At Dhenukhapahar, Assam",1526
"River Brahmaputra At Pandu, Assam",1031
"River Brahmaputra At Jogighopa Near Bridge, Assam",1299
"River Brahmputra Near Water Intake Point At Kacharighat, Panbazar, Guwahati, Assam",2069
"River Brahmputra At Sualkuchi, Dist. Kamrup, Assam",2067
River Dhansiri Near Nagaland- Assam Border,1928
"River Dhansiri Near Bridge At Nh- 15, Dhansiri Bhalukmari Jungle, Udalguri",3764
"River Dikrong Near Bridge At Nh- 52, Bandardewa",3759
River Dikhow At Dikhowmukh Confluence With Brahamputra,3778
"River Disang At Gudamghat, Assam",1298
"River Gabharu Near Bridge At Nh- 52, Near Tumiuki, Sonitpur",3763
"River Barnadi Near Bridge, Nh-52, Dumunichowki Kamrup",4341
River Subansiri At Gerukamukh (Before Confluence With River Brahmaputra),1261
"River Baralia (Near Chatpuja Ghat) Rangia, Kamrup",4342
River Buralia (Near Bridge Along Nh-31) Nalbari,4343
"River Tihu (Near Bridge Along Nh- 31) Tihu, Nalbari",4344
"River Singra (Near Bridge Along Nh- 37) Boko, Kamrup",4345
"River Jia Bharali At Biswanath Charali, Sonitpur",2063
"River Kapili At Dharmtul Bridge, Nh-31, Morigaon",2236
"River Kolong At U/S Of Anandaram Dekial Phukan Bridge, Nagaon",2237
"River Manas At Nh- 31 Crossing, Barpeta District, Assam",2060
"River Panchnoi At Nh-52 Crossing, Orang, Assam",2235
River Barak River At Panchagram,1423
"Gela Beel At Dergaon, Assam",2228
River Barak At D/S Of Silchar,2240
"River Aie Near Rakhaldubi Dist., Bongaigaon, Assam",5135
"River, Tunia U/S Brpl, Dhaligaon, Dist. Chirang",5138
"River Jamuna At Doboka Near Bridge, Dist. Hojai",5139
"River Bondanjan, Sluice Gate, Birkuchi Narengi Tiniali, Kharghuli, No. 2",5140
"River Basistha Basistha Chariali, Nutan Bazaar,",5141
"River Pamohi Gachuk, Pamohi Road, Guwahati",5142
River Kalanadi Near Bamunjuli Bridge Crossing At Mangaldoi Bhutiachang,5144
