monitoring_location,stn_code
"Near Solid Waste Disposal Site Of Gajapati Municipality At Kelly Sahi, Gajapati",4878
"Near Solid Waste Disposal Site Of Phulbani Municipality At Dada Puja Mouza, Phulbani",4880
Near Solid Waste Disposal Site Of Nayagarh Nac At,4882
"Near Bargarh Govt. Hospital, Bargarh",4883
"Near Ganapati Govt. Hospital, Bargarh",4884
"Near Nuapada Govt. Hospital, Nuapada",4885
"Near Nilasaila Nagar (Backside Of Veterinary Office, Nuapada",4886
"Near Bolangir Medical College, Balangir",4887
"Near Sudpada Post Office, Balangir",4888
"Near Town Girls Primary School And In Front Of Head Post Office, Boudh",4889
"Near Butupalli Chhak, Maulisingha Road, Boudh",4890
"District Head Quarter Hospital Campus, Sonepur",4891
"Totaguda, Nawarangpur",4897
"Gabralguda, Nawarangpur",4898
"Hazaribagicha Primary School, Hazaribagicha, Kendrapara",4903
Bahuda Confluence,4938
Bahuda Confluence (South),4939
Ghatikia River Confluence (North),4940
Ghatikia River Confluence,4941
Ghatikia River Confluence (South),4942
Markandi Beach Confluence (North),4943
Markandi Beach Confluence,4944
Haripur Creek Confluence (South),4946
Haripur Creek Confluence,4947
Haripur Creek Confluence (North),4948
"Near Ire, Gopalpur",4949
Goplapur Port,4950
Aryapalli,4951
Rushikulya River Mouth (North),4952
Rushikulya River Mouth,4953
Chilika Mouth On Sea At Manikapatana,4955
Dhaudia River Mouth (North),4956
Dhaudia River Mouth,4957
Dhaudia River Mouth (South),4958
Mangala River Mouth (North),4959
Mangala River Mouth,4960
Mangala River Mouth (South),4961
Nua Nai River Mouth (North),4962
Nua Nai River Mouth,4963
Nua Nai River Mouth (South),4964
Kushabhadra River Mouth (North),4965
Kushabhadra River Mouth,4966
Chandrabhaga Beach,4968
Kadua River (North),4969
Kadua River,4970
Kadua River (South),4971
Devi River Mouth,4973
"Basudevpur, Jageswarnath Temple",5015
Kansa Bansa River Mouth (Maa Matiamangala Temple),5016
Kherenga,5017
Maharudrapur,5018
Harichandrapur,5019
"Nua Nadi, Inchudi",5020
Deulabad,5021
Jaydev Kasab,5022
Gudupahi,5023
Budhabalanga River Confluence,5024
Panchupada River Confluence,5025
Subarnrekha River Confluence,5027
Anshupa Lake At Bishnupur,3956
Anshupa Lake At Kadalibari,2438
Anshupa Lake At Sarandagarh,3957
Anshupa Lake At Subaranapur,3955
River Rushikulya At Aska,3945
River Mahanadi At Hirakund (Odisha),30063
River Mahanadi At Sambalpur Fd/S At Huma,2405
River Mahanadi (After Confl. With R. Ong ) At Sonepur U/S,1272
River Mahanadi (After Confl. With R. Tel) At Sonepur D/S,1274
River Mahanadi At Power Channel D/S Near Burla,2404
